Copyright Notice
Copyright C2002 Mount Sinai Hospital, Toronto, Canada. All Rights Reserved.

Disclaimer
Permission to use, copy, and modify this document for educational, research, and not-for-profit purposes, without fee and without a signed licensing agreement, is hereby granted, provided that the above copyright notice, this paragraph and the following paragraphs appear in all copies, modifications, and distributions.

Contact Terry Donaghue, Technology Transfer & Industrial Liaison, Mount Sinai Hospital, & The Samuel Lunenfeld Research Institute, 600 University Avenue, Toronto, ON Canada M5G 1X5, Tel. (416) 586-8225, Fax (416) 586-3110, E-mail: donaghue@mshri.on.ca, for commercial licensing opportunities. 

IN NO EVENT SHALL MOUNT SINAI HOSPITAL BE LIABLE TO ANY PARTY FOR DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF MOUNT SINAI HOSPITAL HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
MOUNT SINAI HOSPITAL SPECIFICALLY DISCLAIMS ANY IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE.
THE SOFTWARE AND ACCOMPANYING DOCUMENTATION, IF ANY, PROVIDED HEREUNDER IS PROVIDED "AS IS". MOUNT SINAI HOSPITAL HAS NO
OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, OR MODIFICATIONS.

Published research assisted by this document should cite:

Breitkreutz, BJ., Stark, C., Tyers M. "The GRID: the General Repository for Interaction Datasets." Genome Biology 2003 4(3):R23

------------------------------------------------------------------------------------------------------------------------------

Brief description of the columns:

A.) INTERACTOR_A			(Unique ID for geneA)
B.) INTERACTOR_B			(Unique ID for geneB)
C.) ALIASES_FOR_A			(List of common names for geneA, separated by ';')
D.) ALIASES_FOR_B			(List of common names for geneB, separated by ';')
E.) EXPERIMENTAL_SYSTEM			(System in which the interaction was shown)
F.) SOURCE			(Author/s of the interaction)
G.) DIRECTION			(Direction is shown by default as going from GeneA to GeneB, if however the same source also demonstrates this interaction in the opposite direction then the "AB" will be replaced with a "BOTH")
H.) PUBMED_ID			(PubMed_ID of the paper)

------------------------------------------------------------------------------------------------------------------------------

INTERACTOR_A	INTERACTOR_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	DIRECTION	PUBMED_ID
YIL061C	YML074C	;SNP1;	;FPR3;NPI46;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YDL047W	;SNP1;	;SIT4;LGN4;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YHR044C	;SNP1;	;DOG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YIL061C	YMR319C	;SNP1;	;FET4;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR152W	YNL138W	;SPO12;	;SRV2;CAP;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL053W	YLR354C	;MSG5;	;TAL1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL053W	YHR030C	;MSG5;	;SLT2;BYC2;MPK1;SLK2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL053W	YBL016W	;MSG5;	;FUS3;DAC2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL113W	YOR341W	;RPC19;	;RPA190;RRN1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL113W	YPR010C	;RPC19;	;RPA135;RRN2;SRP3;RPA2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL113W	YJR063W	;RPC19;	;RPA12;RRN4;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL113W	YFR011C	;RPC19;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YOR229W	YDR188W	;WTM2;	;CCT6;HTR3;TCP20;TCP6;	Affinity Precipitation	Ho et al	AB	;11805837;
YER066C-A	YBL049W	NONE	;MOH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER066C-A	YDL225W	NONE	;SHS1;SEP7;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YNL132W	;CIC1;NSA3;	;KRE33;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR052W	YMR229C	;CIC1;NSA3;	;RRP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR306C	YDL132W	NONE	;CDC53;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR306C	YNL138W	NONE	;SRV2;CAP;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR306C	YER043C	NONE	;SAH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR306C	YOR027W	NONE	;STI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR306C	YMR105C	NONE	;PGM2;GAL5;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YER070W	;TEM1;	;RNR1;CRT7;RIR1;SDS12;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YJR053W	;TEM1;	;BFA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YMR153W	;TEM1;	;NUP53;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YDR190C	;TEM1;	;RVB1;TIH1;TIP49A;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YMR246W	;TEM1;	;FAA4;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YJL026W	;TEM1;	;RNR2;CRT6;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YMR290C	;TEM1;	;HAS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YOR272W	;TEM1;	;YTM1;	Affinity Precipitation	Ho et al	AB	;11805837;
YML064C	YDR293C	;TEM1;	;SSD1;CLA1;MCS1;RLT1;SRK1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YBL002W	NONE	;HTB2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YNL055C	NONE	;POR1;OMP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YLL039C	NONE	;UBI4;SCD2;UB14;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YDR429C	NONE	;TIF35;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YMR146C	NONE	;TIF34;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YGR267C	NONE	;FOL2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YDL145C	NONE	;COP1;SEC33;RET1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YNL138W	NONE	;SRV2;CAP;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YMR309C	NONE	;NIP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YBR039W	NONE	;ATP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YKL073W	NONE	;LHS1;CER1;SSI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YDR023W	NONE	;SES1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YBR079C	NONE	;RPG1;TIF32;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YER155C	NONE	;BEM2;IPL2;SUP9;TSL1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL087C	YBL047C	NONE	;EDE1;BUD15;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YGL195W	;LEM3;BRE3;ROS3;	;GCN1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YLR347C	;LEM3;BRE3;ROS3;	;KAP95;RSL1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YDR212W	;LEM3;BRE3;ROS3;	;TCP1;CCT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YDR342C	;LEM3;BRE3;ROS3;	;HXT7;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YJR132W	;LEM3;BRE3;ROS3;	;NMD5;KAP119;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YLR326W	;LEM3;BRE3;ROS3;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YNL323W	YHR199C	;LEM3;BRE3;ROS3;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YMR290C	;NOP6;	;HAS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YCL011C	;NOP6;	;GBP2;RLF6;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YLL027W	;NOP6;	;ISA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YOR017W	;NOP6;	;PET127;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YBL002W	;NOP6;	;HTB2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YHR099W	;NOP6;	;TRA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YEL055C	;NOP6;	;POL5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YKR024C	;NOP6;	;DBP7;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YKL014C	;NOP6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR496C	;NOP6;	;PUF6;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR174W	;NOP6;	;HMO1;HSM2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YHR052W	;NOP6;	;CIC1;NSA3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR091C	;NOP6;	;RLI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YJL109C	;NOP6;	;UTP10;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YLR196W	;NOP6;	;PWP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YOL041C	;NOP6;	;NOP12;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YLR432W	;NOP6;	;IMD3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YGR145W	;NOP6;	;ENP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YJR144W	;NOP6;	;MGM101;MGM9;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YOR206W	;NOP6;	;NOC2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YAR073W	;NOP6;	;IMD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YOR272W	;NOP6;	;YTM1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YMR229C	;NOP6;	;RRP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YGR150C	;NOP6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YOL139C	;NOP6;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YNL308C	;NOP6;	;KRI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR432W	;NOP6;	;NPL3;MTR13;MTS1;NOP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR194C	;NOP6;	;MSS116;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YLR175W	;NOP6;	;CBF5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YHL038C	;NOP6;	;CBP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YDR381W	;NOP6;	;YRA1;SHE11;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YGL120C	;NOP6;	;PRP43;JA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YBL004W	;NOP6;	;UTP20;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YGR198W	;NOP6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDL213C	YPL012W	;NOP6;	;RRP12;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YHR005C	;STE4;HMD2;	;GPA1;CDC70;DAC1;SCG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YER025W	;STE4;HMD2;	;GCD11;SUI4;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YDR214W	;STE4;HMD2;	;AHA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YJR064W	;STE4;HMD2;	;CCT5;TCP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YIL142W	;STE4;HMD2;	;CCT2;BIN3;TCP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YJL014W	;STE4;HMD2;	;CCT3;BIN2;TCP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YCL028W	;STE4;HMD2;	;RNQ1;[PIN + ];	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YDR212W	;STE4;HMD2;	;TCP1;CCT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YHR033W	;STE4;HMD2;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YDR188W	;STE4;HMD2;	;CCT6;HTR3;TCP20;TCP6;	Affinity Precipitation	Ho et al	AB	;11805837;
YOR212W	YDL029W	;STE4;HMD2;	;ARP2;ACT2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR339C	YGL006W	NONE	;PMC1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR339C	YBL045C	NONE	;COR1;QCR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR131C	YIL063C	NONE	;YRB2;	Affinity Precipitation	Ho et al	AB	;11805837;
YPL256C	YBR160W	;CLN2;	;CDC28;CDK1;HSL5;SRM5;	Affinity Precipitation	Ho et al	AB	;11805837;
YPL256C	YBR039W	;CLN2;	;ATP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YPL256C	YEL030W	;CLN2;	;ECM10;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YLR109W	;YAK1;	;AHP1;cTPxIII;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YPR184W	;YAK1;	;GDB1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YOR173W	;YAK1;	;DCS2;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YGR184C	;YAK1;	;UBR1;PTR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YDR453C	;YAK1;	;TSA2;cTPxII;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YCR093W	;YAK1;	;CDC39;NOT1;ROS1;SMD6;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YNL250W	;YAK1;	;RAD50;	Affinity Precipitation	Ho et al	AB	;11805837;
YJL141C	YLR241W	;YAK1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YER182W	NONE	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YGL205W	NONE	;POX1;FOX1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YFL016C	NONE	;MDJ1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YLR216C	NONE	;CPR6;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YGL100W	NONE	;SEH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YOL139C	NONE	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YEL062W	NONE	;NPR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YHR033W	NONE	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YPL258C	NONE	;THI21;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR128W	YCL028W	NONE	;RNQ1;[PIN + ];	Affinity Precipitation	Ho et al	AB	;11805837;
YML032C	YER073W	;RAD52;	;ALD5;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YJL167W	;RAD26;	;ERG20;BOT3;FDS1;FPP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YIL070C	;RAD26;	;MAM33;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YDL185W	;RAD26;	;TFP1;CLS8;VMA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YNR058W	;RAD26;	;BIO3;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YOL139C	;RAD26;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YFL045C	;RAD26;	;SEC53;ALG4;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YLR304C	;RAD26;	;ACO1;GLU1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YPR191W	;RAD26;	;QCR2;COR2;UCR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YJL138C	;RAD26;	;TIF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YGL256W	;RAD26;	;ADH4;NRC465;ZRG5;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YEL030W	;RAD26;	;ECM10;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YIL053W	;RAD26;	;RHR2;GPP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YDR326C	;RAD26;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YKL085W	;RAD26;	;MDH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YKL081W	;RAD26;	;TEF4;EFC1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YER136W	;RAD26;	;GDI1;SEC19;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YBL015W	;RAD26;	;ACH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YER171W	;RAD26;	;RAD3;REM1;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YMR226C	;RAD26;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YHR076W	;RAD26;	;PTC7;	Affinity Precipitation	Ho et al	AB	;11805837;
YJR035W	YMR318C	;RAD26;	;ADH6;ADHVI;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL135C	YDR037W	;FPR1;FKB1;RBP1;	;KRS1;GCD5;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL135C	YGL026C	;FPR1;FKB1;RBP1;	;TRP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL135C	YDR129C	;FPR1;FKB1;RBP1;	;SAC6;ABP67;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YDR148C	;RVS167;	;KGD2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YOL058W	;RVS167;	;ARG1;ARG10;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YBL045C	;RVS167;	;COR1;QCR1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YDR037W	;RVS167;	;KRS1;GCD5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YOL139C	;RVS167;	;CDC33;TIF45;eIF-4E;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YDR023W	;RVS167;	;SES1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YFL018C	;RVS167;	;LPD1;HPD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YGL026C	;RVS167;	;TRP5;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YPL235W	;RVS167;	;RVB2;TIH2;TIP49B;	Affinity Precipitation	Ho et al	AB	;11805837;
YDR388W	YER003C	;RVS167;	;PMI40;PMI;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL156W	YJL014W	NONE	;CCT3;BIN2;TCP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL156W	YIL142W	NONE	;CCT2;BIN3;TCP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YLR288C	YOR368W	;MEC3;PIP3;	;RAD17;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YOR204W	;AIR2;	;DED1;SPP81;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YDR023W	;AIR2;	;SES1;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YDR432W	;AIR2;	;NPL3;MTR13;MTS1;NOP3;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YPR191W	;AIR2;	;QCR2;COR2;UCR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YGR165W	;AIR2;	;MRPS35;MrpS35;	Affinity Precipitation	Ho et al	AB	;11805837;
YDL175C	YMR303C	;AIR2;	;ADH2;ADR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YOR272W	;ELA1;	;YTM1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YKL172W	;ELA1;	;EBP2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YPL012W	;ELA1;	;RRP12;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YLR196W	;ELA1;	;PWP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YOR017W	;ELA1;	;PET127;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YML056C	;ELA1;	;IMD4;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YER077C	;ELA1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YLR136C	;ELA1;	;TIS11;CTH2;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YLR432W	;ELA1;	;IMD3;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YPL093W	;ELA1;	;NOG1;	Affinity Precipitation	Ho et al	AB	;11805837;
YNL230C	YGR103W	;ELA1;	;NOP7;YPH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YLR216C	YMR303C	;CPR6;	;ADH2;ADR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YLR216C	YOR154W	;CPR6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YLR216C	YOR220W	;CPR6;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YOL102C	YDL014W	;TPT1;	;NOP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL102C	YKR081C	;TPT1;	;RPF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YOL102C	YNL132W	;TPT1;	;KRE33;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YOL061W	;RIM11;GSK3;MDS1;	;PRS5;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YAL029C	;RIM11;GSK3;MDS1;	;MYO4;FUN22;SHE1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YOR326W	;RIM11;GSK3;MDS1;	;MYO2;CDC66;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YKR048C	;RIM11;GSK3;MDS1;	;NAP1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YDR507C	;RIM11;GSK3;MDS1;	;GIN4;ERC47;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YBR140C	;RIM11;GSK3;MDS1;	;IRA1;GLC1;PPD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YNL199C	;RIM11;GSK3;MDS1;	;GCR2;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YER138C	;RIM11;GSK3;MDS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YLR133W	;RIM11;GSK3;MDS1;	;CKI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YHL011C	;RIM11;GSK3;MDS1;	;PRS3;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YER160C	;RIM11;GSK3;MDS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YJR027W	;RIM11;GSK3;MDS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YJR028W	;RIM11;GSK3;MDS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YBR126C	;RIM11;GSK3;MDS1;	;TPS1;BYP1;CIF1;FDP1;GGS1;GLC6;TSS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YER132C	;RIM11;GSK3;MDS1;	;PMD1;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YER099C	;RIM11;GSK3;MDS1;	;PRS2;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YOL081W	;RIM11;GSK3;MDS1;	;IRA2;CCS1;GLC4;	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YDR170W-A	;RIM11;GSK3;MDS1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
YMR139W	YER052C	;RIM11;GSK3;MDS1;	;HOM3;BOR1;SIL4;	Affinity Precipitation	Ho et al	AB	;11805837;
YER133W	YFR003C	;GLC7;CID1;DIS2;PP1;	NONE	Affinity Precipitation	Ho et al	BOTH	;11805837;
YER133W	YKL085W	;GLC7;CID1;DIS2;PP1;	;MDH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YER133W	YLR258W	;GLC7;CID1;DIS2;PP1;	;GSY2;	Affinity Precipitation	Ho et al	AB	;11805837;
YER133W	YLR134W	;GLC7;CID1;DIS2;PP1;	;PDC5;	Affinity Precipitation	Ho et al	AB	;11805837;
YER133W	YLR449W	;GLC7;CID1;DIS2;PP1;	;FPR4;	Affinity Precipitation	Ho et al	AB	;11805837;
YER133W	YGL256W	;GLC7;CID1;DIS2;PP1;	;ADH4;NRC465;ZRG5;	Affinity Precipitation	Ho et al	AB	;11805837;
YPL170W	YLR289W	;DAP1;	;GUF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YPL170W	YGL008C	;DAP1;	;PMA1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YJL124C	;LSM2;SMX5;SNP3;	;LSM1;SPB8;	Affinity Precipitation	Ho et al	AB	;11805837;
YPR110C	YDL192W	;RPC40;RPC5;	;ARF1;	Affinity Precipitation	Ho et al	AB	;11805837;
YPR110C	YNL308C	;RPC40;RPC5;	;KRI1;	Affinity Precipitation	Ho et al	AB	;11805837;
YPR110C	YDL137W	;RPC40;RPC5;	;ARF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YNL147W	;LSM2;SMX5;SNP3;	;LSM7;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YER112W	;LSM2;SMX5;SNP3;	;LSM4;SDB23;USS1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YDL160C	;LSM2;SMX5;SNP3;	;DHH1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YDL097C	;LSM2;SMX5;SNP3;	;RPN6;NAS4;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YCR077C	;LSM2;SMX5;SNP3;	;PAT1;MRT1;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YMR268C	;LSM2;SMX5;SNP3;	;PRP24;	Affinity Precipitation	Ho et al	AB	;11805837;
YBL026W	YGL234W	;LSM2;SMX5;SNP3;	;ADE5,7;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR014W	YOR136W	;SPO13;	;IDH2;	Affinity Precipitation	Ho et al	AB	;11805837;
YHR014W	YJL138C	;SPO13;	;TIF2;	Affinity Precipitation	Ho et al	AB	;11805837;
YLR293C	YER052C	;GSP1;CNR1;CST17;	;HOM3;BOR1;SIL4;	Affinity Precipitation	Ho et al	AB	;11805837;
YLR293C	YGL097W	;GSP1;CNR1;CST17;	;SRM1;MTR1;PRP20;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR125C	YDR507C	;PTC4;GCT1;	;GIN4;ERC47;	Affinity Precipitation	Ho et al	AB	;11805837;
YBR125C	YDR071C	;PTC4;GCT1;	NONE	Affinity Precipitation	Ho et al	AB	;11805837;
